date	retweet	url	text
Wed Aug 31 23:57:10 +0000 2022	False	https://pubs.acs.org/doi/abs/10.1021/acsinfecdis.2c00202	Hijacking of the Enterobactin Pathway by a Synthetic Catechol Vector Designed for Oxazolidinone Antibiotic Delivery in Pseudomonas aeruginosa https://t.co/NIhuoZ4Lqv
Wed Aug 31 00:32:49 +0000 2022	False	https://www.sciencedirect.com/science/article/abs/pii/S0924857922001625	Catecholate siderophore receptor CirA impacts cefiderocol susceptibility in Klebsiella pneumoniae https://t.co/9Jw6ChG2b3
Tue Aug 30 23:57:24 +0000 2022	False	https://doi.org/10.1111/mmi.14970	FoxR is an AraC-like transcriptional regulator of ferrioxamine uptake in Salmonella enterica https://t.co/MrcACwGFDN
Tue Aug 30 10:19:23 +0000 2022	False	https://www.sciencedirect.com/science/article/abs/pii/S030090842200195X	Evidence of an intracellular interaction between the Escherichia coli enzymes EntC and EntB and identification of a potential electrostatic channeling surface https://t.co/XKWAhZ3FFO
Mon Aug 29 23:57:31 +0000 2022	False	https://academic.oup.com/femsle/article-abstract/369/1/fnac071/6650350	Zinc-binding metallophores protect Pseudomonas aeruginosa from calprotectin-mediated metal starvation  https://t.co/7QlHmgAKGJ
Mon Aug 29 10:34:59 +0000 2022	False	https://doi.org/10.1097/QCO.0000000000000862	Siderophores: a potential role as a diagnostic for invasive fungal disease https://t.co/tgm4xtURvW
Sun Aug 28 23:57:30 +0000 2022	False	https://www.mdpi.com/2309-608X/7/7/497	Freeing Aspergillus fumigatus of Polymycovirus Infection Renders It More Resistant to Competition with Pseudomonas aeruginosa Due to Altered Iron-Acquiring Tactics https://t.co/Qyr7GYuzM6
Sat Aug 27 08:33:44 +0000 2022	True	https://twitter.com/ThomasWichard/status/1560566923766775808	Hydroxypyridinones in nitrogen-fixing bacterial cultures: a metal buffer for molybdenum and simulation of natural conditions https://t.co/No6TWIF8jB
Sat Aug 27 08:24:16 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S092325082200050X	Effect of the combinatorial iron-chelation and oxidative stress on the growth of Aspergillus species https://t.co/V2Xv2YW9yc
Mon Aug 01 12:54:48 +0000 2022	True	https://twitter.com/ZachReitzPhD/status/1554088257922732032	RT @ZachReitzPhD: Check out my new perspective on metallophore genome mining, just published in Current Opinion in Biotechnology! We highli…
Fri Jul 29 08:40:44 +0000 2022	True	https://twitter.com/ZachReitzPhD/status/1552937155516825602	RT @ZachReitzPhD: Has no one fully characterized coelibactin, the zincophore from #Streptomyces coelicolor? The accepted structure seems to…
Fri Jul 29 06:45:00 +0000 2022	False	https://apsjournals.apsnet.org/doi/full/10.1094/MPMI-01-22-0025-A	Complete Genome Sequence of Vibrio maritimus BH16, a Siderophore-Producing Mutualistic Bacterium Isolated from Diatom Skeletonema costatum  https://t.co/7K43w6csq5
Wed Feb 09 16:09:00 +0000 2022	False	https://link.springer.com/article/10.1007/s00216-022-03907-w	A comprehensive method to elucidate pyoverdines produced by fluorescent Pseudomonas spp. by UHPLC-HR-MS/MS  https://t.co/JCCmTeJqNQ
Tue Feb 08 15:48:31 +0000 2022	False	https://dx.doi.org/10.17504/protocols.io.b27xqhpn	Modelling competition between the siderophore ferrioxamine B and humic like binding sites in seawater [protocol]  https://t.co/lWnBw3z6Ze
Tue Feb 08 15:47:41 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S0162013422000320	Selective detection of Aeromonas spp. by a fluorescent probe based on the siderophore amonabactin  https://t.co/j1QlzU8uRF
Tue Feb 08 15:30:21 +0000 2022	False	https://journals.asm.org/doi/10.1128/mbio.02900-21	Rhizobiales-Specific RirA Represses a Naturally “Synthetic” Foreign Siderophore Gene Cluster To Maintain Sinorhizobium-Legume Mutualism  https://t.co/hoHYRUxRWZ
Thu Feb 03 15:28:51 +0000 2022	True	https://twitter.com/BergeijkDoris/status/1489258313954983948	The ubiquitous catechol moiety elicits siderophore and angucycline production in Streptomyces https://t.co/JKvQylpeud
Thu Feb 03 14:55:34 +0000 2022	False	https://journals.asm.org/doi/10.1128/aem.02405-21	Negatively regulated aerobactin and desferrioxamine E by Fur in Pantoea ananatis are required for full siderophore production and antibacterial activity, but not for virulence  https://t.co/YzaNrD1HFN
Tue Feb 01 21:14:40 +0000 2022	False	https://doi.org/10.1016/j.jbc.2022.101651	Fluorescent Sensors of Siderophores produced by Bacterial Pathogens  https://t.co/dPC3Tw1ovk
Tue Feb 01 14:38:47 +0000 2022	True	https://twitter.com/microbi34216921/status/1488522222201278464	RT @microbi34216921: New Natural Medium Using #Vitis #vinirfera for #Siderophore Production from Clinical Isolates of #Klebsiella #pneumoni…
Mon Jan 31 17:40:18 +0000 2022	False	https://doi.org/10.1111/1462-2920.15914	Siderophores provoke extracellular superoxide production by Arthrobacter strains during carbon sources-level fluctuation  https://t.co/WsKH8Y5zYa
Mon Jan 31 17:39:53 +0000 2022	False	https://link.springer.com/article/10.1007/s00203-021-02683-y	Identification and analysis of iron transporters from the fission yeast Schizosaccharomyces pombe  https://t.co/Wl2eSApcdm
Sat Jan 29 08:09:59 +0000 2022	True	https://twitter.com/RolfsMicrobes/status/1487316926846152705	A comprehensive method to elucidate pyoverdines produced by fluorescent Pseudomonas spp. by UHPLC-HR-MS/MS https://t.co/OHHwuX76Rj
Fri Jan 28 09:33:40 +0000 2022	True	https://twitter.com/judith_behnsen/status/1486903238431424514	Fungal xenosiderophores from mycobiota and diet promote Salmonella colonization of the inflamed gut https://t.co/nZIi0n9lbx
Wed Jan 26 14:15:00 +0000 2022	False	https://journals.asm.org/doi/pdf/10.1128/spectrum.01620-21	ECF Sigma Factor HxuI Is Critical for In Vivo Fitness of Pseudomonas aeruginosa during Infection  https://t.co/IT9Jbwgb16
Wed Jan 26 08:16:00 +0000 2022	False	https://link.springer.com/article/10.1007/s00284-021-02749-6	Arsenic Resistance Mechanisms in Pseudomonas mendocina SMSKVR-3 Strain Isolated from Khetri Copper Mines, Rajasthan, India  https://t.co/t2Byndu8Aw
Wed Jan 26 07:18:11 +0000 2022	False	https://www.pnas.org/content/106/48/20440	@Mel_VazquezH Siderophore accumulation has been observed in several systems after knocking out the export pathways. Let me know if you have further questions!  https://t.co/tzgg5CDftS https://t.co/KHBR6TrZln https://t.co/Otgyu1euaI
Tue Jan 25 14:00:02 +0000 2022	False	https://www.sciencedirect.com/science/article/abs/pii/S0006291X22000754	Crystal structures of EfeB and EfeO in a bacterial siderophore-independent iron transport system  https://t.co/sjQc3Yuye2
Tue Jan 25 07:43:47 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S235218642200030X	Bacterial inoculations mitigate different forms of iron (Fe) stress and enhance nutrient uptake in rice seedlings (Oryza sativa L.) Author links open overlay panel  https://t.co/JXNkYEq5TS
Tue Jan 25 07:42:08 +0000 2022	False	https://doi.org/10.15244/pjoes/140563	Exopolysaccharide and Siderophore Production Ability of Zn Solubilizing Bacterial Strains Improve Growth, Physiology and Antioxidant Status of Maize and Wheat  https://t.co/GdZdyckTVk
Thu Jan 20 17:15:27 +0000 2022	False	https://www.biorxiv.org/content/10.1101/2022.01.19.476857v1.full	Identification of a biosynthetic gene cluster encoding a novel lanthanide chelator in Methylorubrum extorquens AM1   https://t.co/OZNMqJXHkH https://t.co/2iNqQAhFUK
Wed Jan 19 11:15:58 +0000 2022	True	https://twitter.com/JoF_MDPI/status/1483760139387744258	RT @JoF_MDPI: A review entitled “#Siderophore-Based Molecular Imaging of #Fungal and Bacterial Infections—Current Status and Future Perspec…
Tue Jan 18 13:03:02 +0000 2022	False	https://journals.asm.org/doi/10.1128/mbio.03621-21	LuxT Is a Global Regulator of Low-Cell-Density Behaviors, Including Type III Secretion, Siderophore Production, and Aerolysin Production, in Vibrio harveyi  https://t.co/FtrcPFMvon
Tue Jan 18 06:55:22 +0000 2022	False	https://journals.asm.org/doi/10.1128/spectrum.02168-21	Involvement of the Iron-Regulated Loci hts and fhuC in Biofilm Formation and Survival of Staphylococcus epidermidis within the Host  https://t.co/stu4G0S8Gd
Tue Jan 18 06:38:42 +0000 2022	False	https://www.biorxiv.org/content/10.1101/2022.01.12.476141v1	In vivo growth of Staphylococcus lugdunensis is facilitated by the concerted function of heme and non-heme iron acquisition mechanisms [preprint]  https://t.co/2ZkJyjXIid
Mon Jan 17 13:55:08 +0000 2022	False	https://pubs.acs.org/doi/abs/10.1021/acs.est.1c04946	Combined Effects of Fe(III)-Bearing Nontronite and Organic Ligands on Biogenic U(IV) Oxidation  https://t.co/Kkmwggma90
Mon Jan 17 13:46:12 +0000 2022	False	https://pubs.acs.org/doi/abs/10.1021/acschembio.1c00879	Acetyl-CoA-Mediated Post-Biosynthetic Modification of Desferrioxamine B Generates N- and N-O-Acetylated Isomers Controlled by a pH Switch  https://t.co/6a2oNlM1u5
Mon Jan 17 13:23:51 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S0006291X20306604	@nitajain8 @LabListon And a human peptide was recently discovered that binds stealth siderophores:  https://t.co/vxlc1A6dZz
Mon Jan 17 13:22:50 +0000 2022	False	https://www.karger.com/Article/Fulltext/494627	"@nitajain8 @LabListon Iron is at the center of a tug of war: * The immune system sequesters iron during infection * Bacterial siderophores can take iron from human proteins * Human lipocalin sequesters siderophores * Bacterial ""stealth"" siderophores evade lipocalin  Review: https://t.co/tl4vW22QDv"
Thu Jan 13 08:23:57 +0000 2022	False	https://www.beilstein-journals.org/bjoc/articles/18/12	Tenacibactins K–M, cytotoxic siderophores from a coral-associated gliding bacterium of the genus Tenacibaculum  https://t.co/DgTW84YSXa
Wed Jan 12 14:27:14 +0000 2022	False	https://pubs.acs.org/doi/10.1021/acschembio.1c00867	Differential Biosynthesis and Roles of Two Ferrichrome-Type Siderophores, ASP2397/AS2488053 and Ferricrocin, in Acremonium persicinum  https://t.co/bAG8reaPXv
Wed Jan 12 07:48:29 +0000 2022	True	https://twitter.com/biorxivpreprint/status/1481171207579918340	RT @biorxivpreprint: Structural insights as to how iron-loaded siderophores are imported into Mycobacterium tuberculosis by IrtAB  https://…
Tue Jan 11 10:11:00 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S0162013422000022	Regulation of the expression of the nickel uptake system in Vibrio cholerae by iron and heme via Fur  https://t.co/TgCbhYgTBC
Mon Jan 10 10:09:00 +0000 2022	False	https://link.springer.com/article/10.1007/s00203-021-02735-3	Paenibacillus arenosi sp. nov., a siderophore-producing bacterium isolated from coastal sediment  https://t.co/S9ArPU4M4V
Mon Jan 10 10:04:00 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S0163445321006629	Salmonella Typhimurium fepB negatively regulates C. elegans behavioral plasticity  https://t.co/3ULrp6kbRx
Mon Jan 10 10:03:00 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S0031942221004271	Feature-based molecular networking-guided discovery of siderophores from a marine mesophotic zone Axinellida sponge-associated actinomycete Streptomyces diastaticus NBU2966  https://t.co/1Z7aZDR6iV
Fri Jan 07 13:48:02 +0000 2022	True	https://twitter.com/DrJPHenderson/status/1479449752399982595	RT @DrJPHenderson: Iron shares the siderophore regulation spotlight! Graduate(d!) student @glkatumba found that extracellular copper stimul…
Thu Jan 06 11:50:55 +0000 2022	True	https://twitter.com/mbiojournal/status/1479057889570566145	RT @mbiojournal: The Yersinia High-Pathogenicity Island Encodes a Siderophore-Dependent Copper Response System in Uropathogenic Escherichia…
Thu Jan 06 11:50:24 +0000 2022	True	https://twitter.com/william_santus/status/1478825424813637634	Fungal xenosiderophores from mycobiota and diet promote Salmonella colonization of the inflamed gut [preprint] https://t.co/vQ20wPRYyw
Thu Jan 06 11:49:09 +0000 2022	False	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4132657/	@AndrewCAhn2 Many Yersinia species do produce their own siderophores, for example yersiniabactin: https://t.co/wnXsclWG8N
Thu Jan 06 08:22:05 +0000 2022	False	https://link.springer.com/protocol/10.1007/978-1-0716-1728-1_88	Screening of Actinobacteria for Siderophore Production [protocol]  https://t.co/VBERNsxJN8
Tue Jan 04 11:16:47 +0000 2022	False	https://www.tjpr.org/home/abstract.php?id=3438	Serratiochelins A and B from Serratia marcescens show xenosiderophoric characteristics towards Acinetobacter baumannii and Mycobacterium tuberculosis  https://t.co/3vzsrrKMPA
Tue Jan 04 11:15:20 +0000 2022	False	https://www.pnas.org/content/119/2/e2110166119	Hemochromatosis drives acute lethal intestinal responses to hyperyersiniabactin-producing Yersinia pseudotuberculosis  https://t.co/ByGVC3TVWh
Tue Jan 04 11:12:20 +0000 2022	False	https://www.mdpi.com/2309-608X/8/1/21	Biosynthesis Pathways, Transport Mechanisms and Biotechnological Applications of Fungal Siderophores  https://t.co/Fw49KLrcim
Mon Jan 03 07:59:02 +0000 2022	False	https://pubs.acs.org/doi/abs/10.1021/acschemneuro.1c00693	Surface Plasmon Resonance Identifies High-Affinity Binding of l-DOPA to Siderocalin/Lipocalin-2 through Iron–Siderophore Action: Implications for Parkinson’s Disease Treatment  https://t.co/hrK69pV9pP
Mon Jan 03 07:55:51 +0000 2022	False	https://www.mdpi.com/2079-6382/11/1/3	Cefiderocol for Severe Carbapenem-Resistant A. baumannii Pneumonia: Towards the Comprehension of Its Place in Therapy  https://t.co/C55I0KNKLB
Mon Jan 03 07:54:36 +0000 2022	False	https://europepmc.org/article/pmc/pmc8644881	Efficacy of Cefiderocol in Experimental Stenotrophomonas maltophilia Pneumonia in Persistently Neutropenic Rabbits  https://t.co/KO4GsSQaVE
Mon Jan 03 07:53:22 +0000 2022	False	https://www.sciencedirect.com/science/article/pii/S2001037021005328	Flow cytometry-based study of model marine microalgal consortia revealed an ecological advantage of siderophore utilization by the dinoflagellate Amphidinium carterae  https://t.co/UZDRGOBxT5
Fri Dec 24 09:29:36 +0000 2021	True	https://twitter.com/siderophores/status/1474307867649916930	Happy to report this paper from my PhD in @ButlerLabUCSB !  Genome mining predicted that fish pathogen Yersinia ruckeri produces a novel diastereomer of trivanchrobactin, and that's exactly what we found. The two siderophores have mirrored Fe(III) sites. Nice work, Emil and all! https://t.co/CfyKwKJ52e
Fri Dec 24 09:16:01 +0000 2021	False	https://pubs.acs.org/doi/10.1021/acs.jnatprod.1c01047	Ruckerbactin Produced by Yersinia ruckeri YRB Is a Diastereomer of the Siderophore Trivanchrobactin Produced by Vibrio campbellii DS40M4  https://t.co/xcCjhceZJ3
Tue Dec 21 08:03:08 +0000 2021	False	https://doi.org/10.1128/mbio.03279-21	Inductive Production of the Iron-Chelating 2-Pyridones Benefits the Producing Fungus To Compete for Diverse Niches  https://t.co/qUeTtRLp8s
Tue Dec 21 07:56:57 +0000 2021	False	https://link.springer.com/article/10.1007/s00253-021-11632-0	Bacillibactin class of siderophore antibiotics from a marine symbiotic Bacillus as promising antibacterial agents  https://t.co/TxqTfzATBf
Tue Dec 21 07:56:43 +0000 2021	False	https://doi.org/10.3390/md19120710	Iron-Utilization System in Vibrio vulnificus M2799  https://t.co/xPPKuoXx0Y
Fri Dec 17 12:52:38 +0000 2021	True	https://twitter.com/researchjobs_cz/status/1471825663363624972	RT @researchjobs_cz: Open #PhD position in #Environmental #microbiology on project: Iron monopolization versus community service: the two f…
Thu Dec 16 08:56:14 +0000 2021	False	https://journals.asm.org/doi/abs/10.1128/ecosalplus.ESP-0034-2020	Iron Transport and Metabolism in Escherichia, Shigella, and Salmonella  https://t.co/FXChRQGLSH
Tue Dec 14 12:11:27 +0000 2021	False	https://www.pnas.org/content/pnas/118/51/e2109865118.full	Temporal variation of planetary iron as a driver of evolution  https://t.co/3xHZUW3C8d
Tue Dec 14 12:08:25 +0000 2021	False	https://pubs.acs.org/doi/abs/10.1021/acsinfecdis.1c00525	How the Presence of Hemin Affects the Expression of the Different Iron Uptake Pathways in Pseudomonas aeruginosa Cells  https://t.co/u7HpdVbmKn
Tue Dec 14 12:03:58 +0000 2021	False	https://pubmed.ncbi.nlm.nih.gov/34899665/	Transcriptional Differences Guided Discovery and Genetic Identification of Coprogen and Dimerumic Acid Siderophores in Metarhizium robertsii  https://t.co/boDLpMrUWJ
Mon Dec 13 13:51:36 +0000 2021	False	https://pubmed.ncbi.nlm.nih.gov/34872487/	Cefiderocol- A New Antimicrobial for Complicated Urinary Tract Infection (CUTI) Caused by Carbapenem Resistant Enterobacteriaceae (CRE)  https://t.co/02mJZyFUIK
Sat Dec 11 17:40:19 +0000 2021	True	https://twitter.com/CommsBio/status/1469723735326445568	RT @CommsBio: In this study, @HongjinZ et al. describe the functional activity and structure of . coli ferrichrome importer, FhuCDB, provid…
Thu Dec 09 13:25:52 +0000 2021	False	https://journals.asm.org/doi/10.1128/Spectrum.01779-21	@theAMRdoc @ASMicrobiology See also this report from last month:   In Vitro Evolution of Cefiderocol Resistance in an NDM-Producing Klebsiella pneumoniae Due to Functional Loss of CirA  https://t.co/iqdBIKvGfK
Thu Dec 09 13:23:27 +0000 2021	False	https://journals.asm.org/doi/abs/10.1128/AAC.02011-21	New Delhi metallo-beta-lactamase facilitates the emergence of cefiderocol resistance in Enterobacter cloacae  https://t.co/BxVTg9wtSS https://t.co/waQGGHAJ18
Thu Dec 09 12:29:00 +0000 2021	False	https://www.nature.com/articles/s42003-021-02865-w	Evolution of cooperation in costly institutions exhibits Red Queen and Black Queen dynamics in heterogeneous public goods  https://t.co/G30z6PNQhc
Thu Dec 09 12:27:00 +0000 2021	False	https://www.mdpi.com/2075-163X/11/12/1337	Fe, Mn and 238U Accumulations in Phragmites australis Naturally Growing at the Mill Tailings Pond; Iron Plaque Formation Possibly Related to Root-Endophytic Bacteria Producing Siderophores  https://t.co/pfuAeWDS1t
Thu Dec 09 07:46:40 +0000 2021	False	https://link.springer.com/article/10.1007/s12275-021-1457-1	Regulation of iron homeostasis by peroxide-sensitive CatR, a Fur-family regulator in Streptomyces coelicolor  https://t.co/kSIK7SYuvL
Thu Dec 09 07:28:59 +0000 2021	False	https://www.sciencedirect.com/science/article/abs/pii/S0048969721071898	Effect of Pseudomonas putida-producing pyoverdine on copper uptake by Helianthus annuus cultivated on vineyard soils  https://t.co/31a8zGEgQN
Wed Dec 08 12:04:52 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0162013421003160	Toxicity of the iron siderophore mycobactin J in mouse macrophages: Evidence for a hypoxia response  https://t.co/LDuNLqBpfL
Wed Dec 08 12:04:12 +0000 2021	False	https://journals.asm.org/doi/abs/10.1128/AAC.01990-21	In Vitro Susceptibility of Gram-negative Pathogens to Cefiderocol in Five Consecutive Annual Multinational SIDERO-WT Surveillance Studies (2014-2019)  https://t.co/30vb4vj7oq
Wed Dec 08 11:58:09 +0000 2021	False	https://journals.asm.org/doi/10.1128/Spectrum.01779-21	In Vitro Evolution of Cefiderocol Resistance in an NDM-Producing Klebsiella pneumoniae Due to Functional Loss of CirA  https://t.co/iqdBIKvGfK
Tue Dec 07 09:32:00 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S1567134821004299	Immunoinformatic identification of the epitope-based vaccine candidates from Maltoporin, FepA [Ferric enterobactin receptor] and OmpW of Shigella Spp, with molecular docking confirmation  https://t.co/xkFHijFhJl
Tue Dec 07 09:29:00 +0000 2021	False	https://ifst.onlinelibrary.wiley.com/doi/10.1111/jfpp.16131	A novel preparation for siderophore-assisted copper and zinc enrichment in yeast  https://t.co/YBri3CUwg0
Tue Dec 07 07:59:54 +0000 2021	False	https://www.biorxiv.org/content/10.1101/2021.11.08.467730v1	Lack of Fe(II) transporters in basal Cyanobacteria complicates iron uptake in ferruginous Archean oceans [preprint]  https://t.co/odkJbBgvfc
Tue Dec 07 07:53:00 +0000 2021	False	https://pubs.acs.org/doi/abs/10.1021/acs.biochem.1c00572	Bacterial Responses to Iron Withholding by Calprotectin  https://t.co/yj3mkFRSEB
Mon Dec 06 20:39:54 +0000 2021	True	https://twitter.com/RSC_BMCS/status/1467956991486222336	RT @RSC_BMCS: Our fourth highlight at BMCS #CamPostGrad21 today is from  Xin Wen [https://t.co/gZL4zXOWjb]: Synthesis and Biological Invest…
Mon Dec 06 09:26:00 +0000 2021	False	https://doi.org/10.1248/bpb.b21-00372	Binding of AraC-Type Activator DesR to the Promoter Region of Vibrio vulnificus Ferrioxamine B Receptor Gene  https://t.co/oQkIfrjWaW
Mon Dec 06 09:22:00 +0000 2021	False	https://www.nature.com/articles/s41467-021-26545-9	A Slam-dependent hemophore contributes to heme acquisition in the bacterial pathogen Acinetobacter baumannii  https://t.co/5lpZ77Hi7Z
Mon Dec 06 09:21:00 +0000 2021	False	https://www.pnas.org/content/118/44/e2104073118.short	Yersiniabactin contributes to overcoming zinc restriction during Yersinia pestis infection of mammalian and insect hosts  https://t.co/D35dSflPtJ
Mon Dec 06 09:16:00 +0000 2021	False	https://www.frontiersin.org/articles/10.3389/fcimb.2021.750567/full	Vibrio neptunius Produces Piscibactin and Amphibactin and Both Siderophores Contribute Significantly to Virulence for Clams  https://t.co/vi4nU2ix0o
Sun Dec 05 09:03:53 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S209012322100206X	Harnessing microbial iron chelators to develop innovative therapeutic agents  https://t.co/RUdQdOwsEP
Sun Dec 05 08:58:46 +0000 2021	False	https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(21)00271-8/fulltext	Does cefiderocol heteroresistance explain the discrepancy between the APEKS-NP and CREDIBLE-CR clinical trial results?  https://t.co/Ggz6FhorU3
Sun Dec 05 08:55:11 +0000 2021	False	https://pubs.acs.org/doi/abs/10.1021/acs.joc.1c01966	Concise Modular Synthesis and NMR Structural Determination of Gallium Mycobactin T  https://t.co/rnxqZGK7Pn
