date	retweet	url	text
Sun Dec 05 08:51:25 +0000 2021	False	https://pubs.acs.org/doi/abs/10.1021/acs.jnatprod.1c00524	The Discovery and Biosynthesis of Nicotinic Myxochelins from an Archangium sp. SDU34  https://t.co/WbnVOfBJ5Z
Thu Dec 02 07:50:42 +0000 2021	True	https://twitter.com/J_A_C_S/status/1466313862744059906	RT @J_A_C_S: Characterization of Chalkophomycin, a Copper(II) Metallophore with an Unprecedented Molecular Architecture #Natural #Products…
Thu Dec 02 07:32:35 +0000 2021	False	https://www.mdpi.com/2076-2607/9/11/2399	Susceptibility to Bismuth(III) of Aquaculture Bacterial Pathogens: Effectiveness of Bismuth–Deferiprone Therapy against Vibrio anguillarum Infection in Fish  https://t.co/LPe1vmYQ2T
Thu Dec 02 07:25:28 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S1369527421001648	What’s metal got to do with it? Transition metals in Clostridioides difficile infection  https://t.co/UeYu17R0WO
Thu Dec 02 07:23:58 +0000 2021	False	https://link.springer.com/article/10.1007/s10534-021-00352-7	Salicylate coordination in metal-protochelin complexes  https://t.co/0cAZxLpWuZ
Thu Dec 02 07:23:26 +0000 2021	False	https://www.sciencedirect.com/science/article/abs/pii/S0010854521005919	Metalloenzyme mimicry and modulation strategies to conquer antimicrobial resistance: Metal-ligand coordination perspectives  https://t.co/ttrabpMtqV
Thu Dec 02 07:21:20 +0000 2021	True	https://twitter.com/LosAlamosNatLab/status/1466306474368507910	RT @LosAlamosNatLab: If the right #radioisotope can be attached to the right siderophore, it can selectively locate and enter a pathogenic…
Wed Dec 01 19:26:23 +0000 2021	True	https://twitter.com/mraffatellu/status/1466126549028151300	RT @mraffatellu: So excited that our study showing that E. coli Nissle  uses yersiniabactin as a zincophore to colonize the inflamed gut is…
Wed Dec 01 14:56:41 +0000 2021	True	https://twitter.com/william_santus/status/1466058676544884744	RT @william_santus: Absolutely enthusiastic to have played a small part in this project and seeing it published in @NatureComms today! Side…
Thu Nov 25 07:34:59 +0000 2021	False	https://link.springer.com/article/10.1007/s11104-021-05218-y	Bacillus sp. WR12 alleviates iron deficiency in wheat via enhancing siderophore- and phenol-mediated iron acquisition in roots  https://t.co/gpL6I4dx5T
Thu Nov 25 07:34:14 +0000 2021	False	https://www.biorxiv.org/content/10.1101/2021.11.09.467953v1	LuxT is a Global Regulator of Low-Cell Density Behaviors Including Type III Secretion, Siderophore Production, and Aerolysin Secretion in Vibrio harveyi [preprint]  https://t.co/EU74t1EsMj
Thu Nov 25 07:31:48 +0000 2021	False	https://europepmc.org/article/ppr/ppr419810	Ferric Citrate Uptake is a Virulence Factor in Uropathogenic Escherichia coli [preprint]  https://t.co/dVsyCs0ACU
Thu Nov 25 07:29:46 +0000 2021	False	https://link.springer.com/article/10.1007/s40262-021-01086-y	Pharmacokinetics, Pharmacodynamics, and Dose Optimization of Cefiderocol during Continuous Renal Replacement Therapy  https://t.co/reghfl3Zyg
Thu Nov 25 07:25:17 +0000 2021	False	https://onlinelibrary.wiley.com/doi/abs/10.1111/jfd.13554	Proteomic analysis reveals Renibacterium salmoninarum grown under iron-limited conditions induces iron uptake mechanisms and overproduction of the 57-kDa protein  https://t.co/kBOdNZDZYM
Thu Nov 25 07:24:01 +0000 2021	False	https://www.frontiersin.org/articles/10.3389/fmicb.2021.748147/full	The Temperature-Dependent Expression of the High-Pathogenicity Island Encoding Piscibactin in Vibrionaceae Results From the Combined Effect of the AraC-Like Transcriptional Activator PbtA and Regulatory Factors From the Recipient Genome  https://t.co/tV1cGuSJHw
Tue Nov 23 16:25:22 +0000 2021	True	https://twitter.com/Dr_Lori_Burrows/status/1463181894523232268	RT @Dr_Lori_Burrows: .@DerekCKChan1 showed that thiopeptides can hijack siderophore receptors to sneak into #Pseudomonas and #Acinetobacter…
Fri Nov 19 18:05:57 +0000 2021	True	https://twitter.com/mSphereJ/status/1461757653286367233	RT @mSphereJ: Functional diversity of TonB-like proteins in the heterocyst-forming #cyanobacterium #Anabaena sp. PCC 7120. #siderophore htt…
Fri Nov 19 18:05:06 +0000 2021	False	https://www.nature.com/articles/s41557-021-00803-1	Native mass spectrometry-based metabolomics identifies metal-binding compounds  https://t.co/Dt2ke6ldGE
Thu Nov 18 21:26:39 +0000 2021	True	https://twitter.com/JBIC_Journal/status/1461398779752599554	FrpA is the outer membrane piscibactin transporter in Vibrio anguillarum: structural elements in synthetic piscibactin analogues required for transport https://t.co/65Rwdz5Yym
Thu Nov 18 07:49:51 +0000 2021	False	https://www.biorxiv.org/content/10.1101/2021.11.13.468467v1	Siderophores as an iron source for Prochlorococcus in deep chlorophyll maximum layers of the oligotrophic ocean  https://t.co/BvRWPxPhmx
Wed Nov 17 05:58:08 +0000 2021	True	https://twitter.com/FrontMicrobiol/status/1460849717752090625	RT @FrontMicrobiol: New Research: Antifungal Activity of Siderophore Isolated From Escherichia coli Against Aspergillus nidulans via Iron-M…
Wed Nov 17 05:57:25 +0000 2021	False	https://pubs.acs.org/doi/10.1021/acs.inorgchem.1c02453	Cyclic Analogs of Desferrioxamine E Siderophore for 68Ga Nuclear Imaging: Coordination Chemistry and Biological Activity in Staphylococcus aureus  https://t.co/p000ZGbKp2
Mon Nov 15 08:19:21 +0000 2021	True	https://twitter.com/Bioconf1/status/1460160479565860865	RT @Bioconf1: Upcoming seminar : Mycology department seminar - Duncan Wilson  The fungal zincophore as a key determinant in zinc scavenging…
Mon Nov 15 08:17:17 +0000 2021	True	https://twitter.com/Apurva_6/status/1460159960940228610	RT @Apurva_6: Galbofloxacin story continues!!! Here’s the recent @ChemistryWorld article on my PhD work: Xenometallomycins as theranostic p…
Mon Nov 15 08:15:08 +0000 2021	True	https://twitter.com/RolfsMicrobes/status/1460159418557865991	RT @RolfsMicrobes: 1/4 New paper from the lab with @insect_microbe in the lead. https://t.co/NxTKjqhnYN with @ozhan_ozkaya @alex_fig @DQBM_…
Mon Nov 15 08:14:45 +0000 2021	True	https://twitter.com/alex_fig/status/1458365709352853506	"""Siderophores drive invasion dynamics in bacterial communities through their dual role as public good versus public bad"" https://t.co/SaZSehJgOg"
Mon Nov 15 08:12:48 +0000 2021	True	https://twitter.com/rmbundy/status/1459904679031164930	"""Siderophores as an iron source for Prochlorococcus in deep chlorophyll maximum layers of the oligotrophic ocean"" [preprint] https://t.co/qvz4Y0uTzn"
Tue Nov 02 08:16:40 +0000 2021	False	https://link.springer.com/article/10.1007/s12011-021-02980-z	Induction of Iron Stress in Hepatocellular Carcinoma Cell Lines by Siderophore of Aspergillus nidulans Towards Promising Anticancer Effect  https://t.co/uhVIVFAmsh
Tue Nov 02 08:16:22 +0000 2021	False	https://journals.asm.org/doi/10.1128/Spectrum.01571-21	A-to-I mRNA Editing in a Ferric Siderophore Receptor Improves Competition for Iron in Xanthomonas oryzae pv. oryzicola  https://t.co/I6PEpK0MDq
Tue Nov 02 08:15:32 +0000 2021	False	https://doi.org/10.3390/antibiotics10111309	In Vitro Antimicrobial Activity of the Siderophore Cephalosporin Cefiderocol against Acinetobacter baumannii Strains Recovered from Clinical Samples  https://t.co/dz15UHD4Zi
Tue Oct 26 11:18:51 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0048969721061684	Speciation of metals in indigenous plants growing in post-mining areas: Dihydroxynicotianamine identified as the most abundant Cu and Zn ligand in Hypericum laricifolium  https://t.co/rT9qKxDVLO
Tue Oct 26 11:18:34 +0000 2021	False	https://doi.org/10.1093/dnares/dsab023	Genome-wide identification and characterization of Fur binding sites in the cyanobacteria synechocystis sp. PCC 6803 and PCC 6714  https://t.co/GHly62KsI3
Tue Oct 26 11:17:44 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S2667325821001977	Effects of riboflavin and desferrioxamine B on Fe(II) oxidation by O2  https://t.co/s7emhWPwIK
Tue Oct 26 08:35:00 +0000 2021	False	https://doi.org/10.1093/cid/ciab888	Progressive Development of Cefiderocol Resistance in Escherichia coli During Therapy Is Associated with Increased blaNDM-5 Copy Number and Gene Expression  https://t.co/bLJvcMHvfe
Tue Oct 26 08:29:00 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S200103702100444X	Metal utilization in genome-reduced bacteria: do human mycoplasmas rely on iron?  https://t.co/cKXs1Qakk7
Tue Oct 26 08:11:00 +0000 2021	False	https://onlinelibrary.wiley.com/doi/abs/10.1111/aab.12742	Application of Aureobasidium pullulans in iron-poor soil. Can the production of siderophores improve iron bioavailability and yeast antagonistic activity?  https://t.co/amqAjmAkyr
Mon Oct 25 07:44:00 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S1388248121002319	Electrochemical detection of cefiderocol for therapeutic drug monitoring  https://t.co/XKTIS5r6Fa
Mon Oct 25 07:41:32 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0038071721003369	2D distribution of Pseudomonas fluorescens activities at the soil-root interface of sunflower grown on vineyard soils: Effects on copper uptake  https://t.co/wuiMpPlQXs
Mon Oct 25 07:37:56 +0000 2021	False	https://pubs.acs.org/doi/abs/10.1021/acs.biochem.1c00586	Ins and Outs: Recent Advancements in Membrane Protein-Mediated Prokaryotic Ferrous Iron Transport  https://t.co/j19RFnaUQd
Thu Oct 21 18:03:24 +0000 2021	False	https://doi.org/10.1093/ajcp/aqab115	“Siderophore uptake is a necessary process for pathogen survival, making the evolution of resistance mechanisms unlikely.”  A report of cefiderocol resistance in a clinical isolate despite no prior treatment: https://t.co/V8RPfMwJm2 https://t.co/kwHLROWTH9
Thu Oct 21 07:22:54 +0000 2021	False	https://pubs.acs.org/doi/10.1021/acsinfecdis.1c00458	Conjugation of Aztreonam, a Synthetic Monocyclic β-Lactam Antibiotic, to a Siderophore Mimetic Significantly Expands Activity Against Gram-Negative Bacteria  https://t.co/V48ecXnDoz
Wed Oct 20 16:16:29 +0000 2021	False	https://pubmed.ncbi.nlm.nih.gov/34664350/	A role for PchHI as the ABC transporter in iron acquisition by the siderophore pyochelin in Pseudomonas aeruginosa  https://t.co/nh7xAPr2bJ
Tue Oct 19 14:54:03 +0000 2021	True	https://twitter.com/e_boros/status/1450440337265152003	Galbofloxacin: A Xenometal-Antibiotic with Potent in vitro and in vivo Efficacy Against S. aureus. https://t.co/mVuelG1t1u
Tue Oct 19 06:36:14 +0000 2021	False	https://link.springer.com/article/10.1007/s12011-021-02965-y	Intracellular Iron Binding and Antioxidant Activity of Phytochelators  https://t.co/U0l5Jx42Sk
Tue Oct 19 06:33:05 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0304389421024821	Synergistic leaching of heavy metal-polycyclic aromatic hydrocarbon in co-contaminated soil by hydroxamate siderophore: role of cation-π and chelation  https://t.co/zPvsotcJQA
Tue Oct 19 06:32:22 +0000 2021	False	http://doi.org/10.33259/JLivestSci.2021.287-291	Identification of genes associated with the synthesis of siderophores by the Bacillus subtilis  https://t.co/3T3INXHWcF [pdf]
Mon Oct 18 12:49:49 +0000 2021	True	https://twitter.com/ElzeHesse/status/1450081684666335234	RT @ElzeHesse: Funded PhD opportunity: come work with us (@drandygardner, @KarenHEGeochem, @kuijperbram, Angus Buckling, Julia Sanchez Vila…
Mon Oct 18 08:28:46 +0000 2021	False	https://www.sciencedirect.com/science/article/abs/pii/S0003267021009946	A novel [1,2,4]triazolo[1,5-a]pyrimidine derivative as a fluorescence probe for specific detection of Fe3+ ions and application in cell imaging  https://t.co/lYyMWS81mw
Mon Oct 18 08:27:48 +0000 2021	False	https://onlinelibrary.wiley.com/doi/full/10.1002/fft2.108	Enrichment of dimerumic acid in Monascus-fermented rice and its in vivo antioxidant activity  https://t.co/X6mhrb0uzo
Mon Oct 18 08:08:57 +0000 2021	False	https://www.sciencedirect.com/science/article/abs/pii/S0944501321001981	Interplay between ferric uptake regulator Fur and horizontally acquired virulence regulator EsrB coordinates virulence gene expression in Edwardsiella piscicida  https://t.co/YPN8VTVOvR
Mon Oct 18 08:07:20 +0000 2021	False	https://iopscience.iop.org/article/10.1088/1361-6498/ac2f86/meta	Accumulation of radio-iron and plutonium, alone and in combination, in pseudomonas putida grown in liquid cultures  https://t.co/sQCo72qKKz
Mon Oct 11 07:55:35 +0000 2021	False	https://www.nature.com/articles/s41598-021-99030-4	Iron homeostasis in the absence of ferricrocin and its consequences in fungal development and insect virulence in Beauveria bassiana  https://t.co/ceDPEP8D0t
Mon Oct 11 07:55:13 +0000 2021	False	https://www.ujecology.com/articles/analysis-of-the-potential-associated-with-the-siderophores-synthesis-in-the-bacillus-subtilis-strain-using-whole-genome-.pdf	Analysis of the potential associated with the siderophores synthesis in the Bacillus subtilis strain using whole genome sequencing  [pdf] https://t.co/DJX3u5h4zV
Mon Oct 11 07:50:43 +0000 2021	True	https://twitter.com/BronstrupLab/status/1446509767778836480	Antibiotic Conjugates with an Artificial MECAM-Based Siderophore Are Potent Agents against Gram-Positive and Gram-Negative Bacterial Pathogens https://t.co/csKhlg3AgX
Thu Oct 07 05:50:43 +0000 2021	True	https://twitter.com/markowenmartin/status/1445989949795356675	RT @markowenmartin: Don’t you love those siderophores? #Evolutioneers #(r)EVOLUTION @vscooper @evolvingSTEM @univpugetsound @ASMicrobiology…
Tue Oct 05 06:44:45 +0000 2021	False	https://vjas.vnua.edu.vn/index.php?journal=vjas&page=article&op=view&path[]=337	Host Genotype and Edaphic Factors Cumulatively Influence the Occurrence of Siderophore-producing Bacteria Associated with Rice (Oryza sativa L.)  https://t.co/gfWkaolRSv
Tue Oct 05 06:44:02 +0000 2021	False	https://doi.org/10.3390/pathogens10101258	In-Vitro Efficacy of Cefiderocol in Carbapenem-Non-Susceptible Gram-Negative Bacilli of Different Genotypes in Sub-Region of North Rhine Westphalia, Germany  https://t.co/dcnZ8wQH3B
Tue Oct 05 06:43:08 +0000 2021	False	https://www.mdpi.com/2304-6740/9/10/73	Vanadium(V) Complexes with Siderophore Vitamin E-Hydroxylamino-Triazine Ligands  https://t.co/Cb73jb7boU
Tue Oct 05 06:41:43 +0000 2021	True	https://twitter.com/CunrathOlivier/status/1445277718011170820	A Highly Sensitive Luminescent Biosensor for the Microvolumetric Detection of the Pseudomonas aeruginosa Siderophore Pyochelin https://t.co/v4Y4vFIE2O
Fri Oct 01 13:27:00 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0924857921007196	Effect of iron chelation on anti-pseudomonal activity of doxycycline  https://t.co/s5qrIV9ZkC
Fri Oct 01 13:25:00 +0000 2021	False	https://link.springer.com/article/10.1007/s11104-021-05152-z	A synthetic phytosiderophore analog, proline-2′-deoxymugineic acid, is efficiently utilized by dicots  https://t.co/EY2Kp6EkG7
Fri Oct 01 13:21:00 +0000 2021	False	https://pubmed.ncbi.nlm.nih.gov/34559288/	Radiochemical Evidence for the Contribution of Chemotyped Siderophore Producing Bacteria Towards Plant Iron Nutrition  https://t.co/QjtVyGvf87
Thu Sep 30 13:09:35 +0000 2021	False	https://doi.org/10.1093/ajcp/aqab115	Case Report and Genomic Analysis of Cefiderocol-Resistant Escherichia coli Clinical Isolates  https://t.co/V8RPfMwJm2
Thu Sep 30 13:01:15 +0000 2021	False	https://www.nature.com/articles/s41396-021-01113-7	Discovery and characterization of UipA, a uranium- and iron-binding PepSY protein involved in uranium tolerance by soil bacteria  https://t.co/NXWAwh1Xfl
Thu Sep 30 12:58:17 +0000 2021	False	https://www.mdpi.com/2309-608X/7/10/798/htm	Role of acuK in Control of Iron Acquisition and Gluconeogenesis in Talaromyces marneffei  https://t.co/K8O5yQrIOE
Thu Sep 30 12:57:52 +0000 2021	False	https://www.mdpi.com/1660-3397/19/10/537	Cyclopeptide [Hydroxamate Siderophore] Derivatives from the Sponge-Derived Fungus Acremonium persicinum F10  https://t.co/9QZHNidwFc
Thu Sep 30 07:13:50 +0000 2021	True	https://twitter.com/siderophores/status/1443474151331803136	RT @siderophores: @dirktischler @ZiemertLab Ah I see! Anyone want to make a periodic table of CAS complexes? (To be thorough, one for each…
Wed Sep 29 18:49:56 +0000 2021	False	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7898861/	@DrMichaelJHall @ZiemertLab The conditional stability constant pFe (or pM) is most commonly reported these days.  See e.g. Gama et. al, and the references in Figure 7 caption:   https://t.co/nnYBQk4ogm
Wed Sep 29 18:42:44 +0000 2021	True	https://twitter.com/ZiemertLab/status/1443285129095487501	RT @ZiemertLab: Found a rainbow while looking for siderophores. https://t.co/Om2udnpdNW
Tue Sep 21 06:49:11 +0000 2021	False	https://link.springer.com/article/10.1007/s10811-021-02583-0	Biodegradable, metal-chelating compounds as alternatives to EDTA for cultivation of marine microalgae  https://t.co/szEbXdhr6j
Tue Sep 21 06:48:57 +0000 2021	False	https://www.nature.com/articles/s41598-021-98017-5	Antibiotic resistance alters through iron-regulating Sigma factors during the interaction of Staphylococcus aureus and Pseudomonas aeruginosa  https://t.co/4rhA1nX5ss
Tue Sep 21 06:46:20 +0000 2021	False	https://doi.org/10.3390/jof7090768	The Siderophore Transporters Sit1 and Sit2 Are Essential for Utilization of Ferrichrome-, Ferrioxamine- and Coprogen-Type Siderophores in Aspergillus fumigatus  https://t.co/NLoVONgLjX
Tue Sep 21 06:43:44 +0000 2021	False	https://pubmed.ncbi.nlm.nih.gov/34543643/	Generation and characterisation of a semi-synthetic siderophore-immunogen conjugate and a derivative recombinant triacetylfusarinine C-specific monoclonal antibody with fungal diagnostic application  https://t.co/hfVvl4WyPp
Sat Sep 18 09:14:10 +0000 2021	False	https://www.tandfonline.com/doi/abs/10.1080/15592324.2021.1975088	A quick journey into the diversity of iron uptake strategies in photosynthetic organisms  https://t.co/07XaYC35Gq
Sat Sep 18 09:13:27 +0000 2021	False	https://doi.org/10.1128/mBio.02248-21	Distinctive Roles of Two Acinetobactin [Acinetobacter baumannii siderophore] Isomers in Challenging Host Nutritional Immunity  https://t.co/WGCkcwFDcK
Sat Sep 18 09:10:33 +0000 2021	False	https://www.nature.com/articles/s41429-021-00472-9	In vitro and in vivo activity of GT-1, a novel siderophore cephalosporin, and GT-055, a broad-spectrum β-lactamase inhibitor, against biothreat and ESKAPE pathogens  https://t.co/O3ENIdVGhE
Fri Sep 17 06:41:32 +0000 2021	False	https://www.taylorfrancis.com/chapters/edit/10.1201/9780429262975-8/	Eco-Friendly Applications of Natural Secondary Metabolites and Status of Siderophores [book chapter]  https://t.co/9TxVSGrbei
Tue Sep 14 05:45:32 +0000 2021	False	https://www.mdpi.com/2309-608X/7/9/734	Desferrioxamine B-Mediated Pre-Clinical In Vivo Imaging of Infection by the Mold Fungus Aspergillus fumigatus  https://t.co/9c9HyjHfZ6
Tue Sep 14 05:45:18 +0000 2021	False	https://www.sciencedirect.com/science/article/abs/pii/S0022286021016057	1H NMR spectroscopic characterization of inclusion complex of Desferrioxamine B chelator and β-Cyclodextrin  https://t.co/YJddmnqOxB
Mon Sep 13 09:36:22 +0000 2021	False	https://doi.org/10.3762/bjoc.17.156	Isolation and characterization of new phenolic siderophores with antimicrobial properties from Pseudomonas sp. UIAU-6B  https://t.co/P1PLmBw3dk
Sun Sep 12 13:19:51 +0000 2021	False	https://academic.oup.com/metallomics/article/13/9/mfab052/6355450	A genome-wide screen reveals the involvement of enterobactin-mediated iron acquisition in Escherichia coli survival during copper stress  https://t.co/S2dQYtn4zM
Sat Sep 11 07:11:40 +0000 2021	False	https://doi.org/10.1128/mBio.02038-21	Copper Resistance Promotes Fitness of Methicillin-Resistant Staphylococcus aureus during Urinary Tract Infection  https://t.co/icKcKpy9CV
Sat Sep 11 07:10:41 +0000 2021	False	https://academic.oup.com/cid/advance-article-abstract/doi/10.1093/cid/ciab757/6366026	Cefiderocol: A new cephalosporin stratagem against multidrug resistant gram-negative bacteria  https://t.co/QjX75QLe8U
Fri Sep 10 11:27:28 +0000 2021	True	https://twitter.com/Michiel_Vos_010/status/1436290221847584769	RT @Michiel_Vos_010: First thesis preprint by PhD student Luke Lear: copper contamination can lead to increased virulence in a bacterial pa…
Thu Sep 09 05:59:52 +0000 2021	False	https://www.taylorfrancis.com/chapters/edit/10.1201/9781003213864-13/	Siderophores and Their Applications in Heavy Metal Detoxification [book chapter]  https://t.co/tFBq79zKqm
Thu Sep 09 05:58:22 +0000 2021	False	https://doi.org/10.1016/j.jmii.2021.08.012	In vitro activity of cefiderocol, [...] and other comparative agents against carbapenem-non-susceptible Pseudomonas aeruginosa and Acinetobacter baumannii isolates associated from bloodstream infection in Taiwan between 2018–2020  https://t.co/ufTLba8285
Thu Sep 09 05:55:56 +0000 2021	False	https://doi.org/10.1016/j.molstruc.2021.131436	Design, synthesis, spectroscopic, photophysical and computational studies of a C3-symmetric hydroxyquinoline based tripod: TREN2OX and its interaction with Fe(III) and Al(III)  https://t.co/wp5QQfu23v
Thu Sep 09 05:54:01 +0000 2021	False	https://doi.org/10.1101/2021.09.08.459405	Copper selects for siderophore-mediated virulence in Pseudomonas aeruginosa [preprint]   https://t.co/SctuyhUNeM
Wed Sep 08 17:11:43 +0000 2021	False	https://pubs.acs.org/doi/10.1021/acsinfecdis.1c00235	Selectively Targeting and Differentiating Vancomycin-Resistant Staphylococcus aureus via Dual Synthetic Fluorescent [Siderophore-Based] Probes  https://t.co/bUyTHvc4j7
Tue Sep 07 08:31:20 +0000 2021	False	https://www.mdpi.com/1424-8247/12/4/160	Study of Iron Piperazine-Based Chelators as Potential Siderophore Mimetics  https://t.co/7XZW1ex9D7
Sun Sep 05 07:02:21 +0000 2021	False	https://doi.org/10.3390/biom11091286	Lipocalin 2 [Siderocalin] Deficiency Restrains Aging-Related Reshaping of Gut Microbiota Structure and Metabolism  https://t.co/JDXAlKxnOc
Sun Sep 05 06:58:41 +0000 2021	False	https://link.springer.com/article/10.1007/s10096-021-04341-z	In vitro activity of cefiderocol against ceftazidime-avibactam susceptible and resistant KPC-producing Enterobacterales: cross-resistance and synergistic effects  https://t.co/pg27KHgmGJ
Sun Sep 05 06:51:37 +0000 2021	False	https://doi.org/10.1021/acssensors.1c01023	A Highly Sensitive Luminescent Biosensor for the Microvolumetric Detection of the Pseudomonas aeruginosa Siderophore Pyochelin  https://t.co/xzEwNeC9Ok
Wed Sep 01 18:35:05 +0000 2021	True	https://twitter.com/CSIRNIOGoa/status/1433136342339366918	RT @CSIRNIOGoa: Title of Talk:  Cultivable microbial diversity in the Indian Ocean Sector of Southern Ocean: Focus on siderophore producing…
Tue Aug 31 18:52:26 +0000 2021	True	https://twitter.com/MariaLigiaSousa/status/1432714932529901571	Isolation of New Cyanobacterial Phenolate-type Siderophores with Activity Against Cancer Spheroids [poster] https://t.co/4WVMyi3sK4
Tue Aug 31 09:25:46 +0000 2021	False	https://academic.oup.com/milmed/advance-article/doi/10.1093/milmed/usab350/6358810	Carbapenem-Resistant Enterobacterales Infection After Massive Blast Injury: Use of Cefiderocol Based Combination Therapy  https://t.co/Ll0cSRGifS
Mon Aug 30 07:18:18 +0000 2021	False	https://doi.org/10.1007/s00203-021-02513-1	Marine macroalga-associated heterotrophic Bacillus velezensis: a novel antimicrobial agent with siderophore mode of action against drug-resistant nosocomial pathogens  https://t.co/z7TScS9tfO
Sun Aug 29 06:28:21 +0000 2021	False	https://doi.org/10.1093/jac/dkab304	No in vitro activity of cefiderocol against OXA-427-producing Enterobacterales  https://t.co/SkE5hBZZ9z
Sun Aug 29 06:27:37 +0000 2021	False	https://link.springer.com/article/10.1007/s40265-021-01580-4	Cefiderocol: A Review in Serious Gram-Negative Bacterial Infections  https://t.co/f4vq6BmghK
Thu Aug 26 15:21:30 +0000 2021	True	https://twitter.com/e_boros/status/1430575970189201412	"""Galbofloxacin is a modular antibiotic made of a gallium-binding siderophore conjugated to ciprofloxacin via a cleavable linker"" https://t.co/bKkZhGOkZW"
Thu Aug 26 05:50:37 +0000 2021	False	https://link.springer.com/article/10.1007/s40262-021-01063-5	Clinical Pharmacokinetics and Pharmacodynamics of Cefiderocol  https://t.co/TEaHpauUbw
Thu Aug 26 05:49:50 +0000 2021	False	https://doi.org/10.1016/j.chembiol.2021.08.002	Algal p-coumaric acid induces oxidative stress and siderophore biosynthesis in the bacterial symbiont Phaeobacter inhibens  https://t.co/TxKWfumecg
Wed Aug 25 12:13:51 +0000 2021	True	https://twitter.com/siderophores/status/1430503564045176832	I'm excited to finally be able to tweet this one! Fantastic work by Parker Stow @ButlerLabUCSB in collaboration with Tim Johnstone (UCSC).  It's got total synthesis, chirality of iron binding, molecular modelling, genome mining by yours truly, and discovery of a new siderophore! https://t.co/ALI6U1VuYj
Wed Aug 25 12:13:21 +0000 2021	False	https://pubs.rsc.org/en/content/articlelanding/2021/SC/D1SC03541J	Genomics-driven discovery of chiral triscatechol siderophores with enantiomeric Fe(III) coordination  https://t.co/dKo9TBLJSV
Tue Aug 24 07:36:00 +0000 2021	False	https://ejhp.bmj.com/content/early/2021/08/17/ejhpharm-2021-002935.abstract	Physicochemical stability of cefiderocol, a novel siderophore cephalosporin, in syringes at 62.5 mg/mL for continuous administration in intensive care units  https://t.co/5l7foUwzzc
Tue Aug 24 07:24:00 +0000 2021	False	https://academic.oup.com/metallomics/advance-article/doi/10.1093/mtomcs/mfab052/6355450	A genome-wide screen reveals the involvement of enterobactin-mediated iron acquisition in E. coli survival during copper stress   https://t.co/csxTiFCdOf
Tue Aug 24 07:16:49 +0000 2021	False	https://www.sciencedirect.com/science/article/pii/S0167701221001780	Easy detection of siderophore production in diluted growth media using an improved CAS reagent  https://t.co/929qeG7gwi
Tue Aug 24 07:16:32 +0000 2021	False	https://www.nature.com/articles/s41598-021-95736-7	Effect of salinity on the zinc(II) binding efficiency of siderophore functional groups and implications for salinity tolerance mechanisms in barley  https://t.co/xBWDIv0Uyp
Mon Aug 23 11:06:30 +0000 2021	True	https://twitter.com/KJosts/status/1429761964239204362	RT @KJosts: Happy to share our latest work out now in @PNASNews on FoxB, a novel inner membrane siderophore reductase  from Pseudomonas aer…
Thu Jul 28 06:39:00 +0000 2022	False	https://pubs.acs.org/doi/abs/10.1021/acsinfecdis.2c00206	Transcript Profiling of Nitroxoline-Treated Biofilms Shows Rapid Up-regulation of Iron Acquisition Gene Clusters  https://t.co/0qBpCDTWQb
Wed Jul 27 06:38:00 +0000 2022	False	http://doi.org/10.1097/CM9.0000000000002233	A zero-sum game or an interactive frame? Iron competition between bacteria and humans in infection war  https://t.co/qVwO2INYVN
Tue Jul 26 06:37:00 +0000 2022	False	https://www.science.org/doi/10.1126/sciadv.abn6549	Global protein dynamics as communication sensors in [yersiniabactin] peptide synthetase domains  https://t.co/FJsXPBCxSv
Mon Jul 25 06:27:23 +0000 2022	False	https://royalsocietypublishing.org/doi/10.1098/rsob.220077	Characterization and functional analysis of zinc trafficking in the human fungal pathogen Candida parapsilosis  https://t.co/tBZgsWEtMS
Mon Jul 25 06:16:07 +0000 2022	True	https://twitter.com/FrontMicrobiol/status/1551451211043315713	RT @FrontMicrobiol: New Research: Mechanistic Insights and Potential Use of Siderophores Producing Microbes in Rhizosphere for Mitigation o…
Mon Jul 25 06:14:48 +0000 2022	True	https://twitter.com/FrontMicrobiol/status/1551450878934122496	RT @FrontMicrobiol: New Research: Siderophore for Lanthanide and Iron Uptake for Methylotrophy and Plant Growth Promotion in Methylobacteri…
Thu Jul 21 07:52:00 +0000 2022	False	https://www.nature.com/articles/s42003-022-03650-z	Iron limitation in M. tuberculosis has broad impact on central carbon metabolism  https://t.co/Ovsxf1HJNL
Wed Jul 20 07:49:00 +0000 2022	False	https://www.nature.com/articles/s43705-022-00136-1	Diminished carbon and nitrate assimilation drive changes in diatom elemental stoichiometry independent of silicification in an iron-limited assemblage  https://t.co/wDE1TQ0A6t
